url,name,position,college,height,weight,Year,BAMScore,Year2,BAMScore2
https://www.sports-reference.com/cbb/players/andrew-goudelock-1.html,Andrew Goudelock,Guard,College of Charleston,6-2,200lb,2011,2248,,
https://www.sports-reference.com/cbb/players/jack-mcclinton-1.html,Jack McClinton,Guard,Siena and Miami (FL),6-1,185lb,2009,2248,,
https://www.sports-reference.com/cbb/players/isaiah-canaan-1.html,Isaiah Canaan,Guard,Murray State,6-1,195lb,2013,2250,,
https://www.sports-reference.com/cbb/players/wade-baldwin-1.html,Wade Baldwin,Guard,Vanderbilt,6-3,195lb,2016,2251,,
https://www.sports-reference.com/cbb/players/demetrius-jackson-2.html,Demetrius Jackson,Guard,Notre Dame,6-1,198lb,2016,2252,,
https://www.sports-reference.com/cbb/players/semi-ojeleye-1.html,Semi Ojeleye,Forward,Duke and SMU,6-8,230lb,2017,2253,,
https://www.sports-reference.com/cbb/players/tony-wroten-1.html,Tony Wroten,Guard,Washington,6-5,205lb,2012,2253,,
https://www.sports-reference.com/cbb/players/aaron-gordon-1.html,Aaron Gordon,Forward,Arizona,6-9,225lb,2014,2254,,
https://www.sports-reference.com/cbb/players/terry-rozier-1.html,Terry Rozier,Guard,Louisville,6-1,190lb,2015,2255,,
https://www.sports-reference.com/cbb/players/caleb-martin-1.html,Caleb Martin,Forward,NC State and Nevada,6-7,205lb,2018,2257,,
https://www.sports-reference.com/cbb/players/jordan-bell-1.html,Jordan Bell,Forward,Oregon,6-7,190lb,2017,2257,,
https://www.sports-reference.com/cbb/players/harrison-barnes-1.html,Harrison Barnes,Forward,UNC,6-8,215lb,2012,2258,,
https://www.sports-reference.com/cbb/players/josh-okogie-1.html,Josh Okogie,Guard,Georgia Tech,6-4,207lb,2018,2258,,
https://www.sports-reference.com/cbb/players/darren-collison-1.html,Darren Collison,Guard,UCLA,6-1,160lb,2009,2261,,
https://www.sports-reference.com/cbb/players/pat-connaughton-1.html,Pat Connaughton,Guard,Notre Dame,6-5,218lb,2015,2262,,
https://www.sports-reference.com/cbb/players/norris-cole-1.html,Norris Cole,Guard,Cleveland State,6-2,170lb,2011,2263,,
https://www.sports-reference.com/cbb/players/donte-divincenzo-1.html,Donte DiVincenzo,Guard,Villanova,6-5,200lb,2018,2266,,
https://www.sports-reference.com/cbb/players/isaiah-thomas-1.html,Isaiah Thomas,Guard,Washington,5-8,185lb,2011,2268,,
https://www.sports-reference.com/cbb/players/cody-zeller-1.html,Cody Zeller,Forward,Indiana,7-0,240lb,2013,2270,,
https://www.sports-reference.com/cbb/players/darius-johnson-odom-1.html,Darius Johnson-Odom,Guard,Marquette,6-2,215lb,2012,2274,,
https://www.sports-reference.com/cbb/players/john-wall-1.html,John Wall,Guard,Kentucky,6-4,195lb,2010,2274,,
https://www.sports-reference.com/cbb/players/lonnie-walker-2.html,Lonnie Walker,Guard,Miami (FL),6-4,192lb,2018,2274,,
https://www.sports-reference.com/cbb/players/justin-anderson-1.html,Justin Anderson,Guard,Virginia,6-6,227lb,2015,2278,,
https://www.sports-reference.com/cbb/players/vander-blue-1.html,Vander Blue,Guard,Marquette,6-4,200lb,2013,2279,,
https://www.sports-reference.com/cbb/players/grayson-allen-1.html,Grayson Allen,Guard,Duke,6-4,195lb,2018,2285,,
https://www.sports-reference.com/cbb/players/marcus-denmon-1.html,Marcus Denmon,Guard,Missouri,6-3,185lb,2012,2285,,
https://www.sports-reference.com/cbb/players/marcus-paige-1.html,Marcus Paige,Guard,UNC,6-1,175lb,2016,2285,,
https://www.sports-reference.com/cbb/players/keifer-sykes-1.html,Keifer Sykes,Guard,Green Bay,6-0,180lb,2015,2291,,
https://www.sports-reference.com/cbb/players/peyton-siva-1.html,Peyton Siva,Guard,Louisville,6-0,185lb,2013,2291,,
https://www.sports-reference.com/cbb/players/marcus-thornton-3.html,Marcus Thornton,Guard,William & Mary,6-4,190lb,2015,2292,,
https://www.sports-reference.com/cbb/players/chasson-randle-1.html,Chasson Randle,Guard,Stanford,6-2,185lb,2015,2299,,
https://www.sports-reference.com/cbb/players/sheldon-mcclellan-1.html,Sheldon McClellan,Guard,Texas and Miami (FL),6-5,206lb,2016,2310,,
https://www.sports-reference.com/cbb/players/zach-lavine-1.html,Zach LaVine,Guard,UCLA,6-5,180lb,2014,2316,,
https://www.sports-reference.com/cbb/players/hamidou-diallo-1.html,Hamidou Diallo,Guard,Kentucky,6-5,190lb,2017,2318,2018,2258
https://www.sports-reference.com/cbb/players/shane-larkin-1.html,Shane Larkin,Guard,Miami (FL),5-11,176lb,2013,2322,,
https://www.sports-reference.com/cbb/players/joel-bolomboy-1.html,Joel Bolomboy,Forward,Weber State,6-9,230lb,2016,2339,,
https://www.sports-reference.com/cbb/players/cj-leslie-1.html,C.J. Leslie,Forward,NC State,6-9,200lb,2013,2364,,
